image_url,status,price,address,city_state,description,features,badges
,,"$435,000",29119 State Highway 19 N,29119 State Highway 19 N,"
                    ","['3  bedrooms', '1,812  Sqft. ($240/Sqft.)', '2  full baths', '5.1   Acres', '1  story', 'Private Pool', '2010  year built']",[]
,,"$150,000",Lot 6 Cherrybark Ln,Lot 6 Cherrybark Ln,"
                    For Sale, Land / Unimproved Land",['1.4   Acres'],[]
,,"$220,000",3913 Caddo Trl,3913 Caddo Trl,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,469  Sqft. ($150/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1960  year built']",[]
,,"$700,000",13540 Wisdom Rd,13540 Wisdom Rd,"
                    For Sale, Single-Family","['3  bedrooms', '2,927  Sqft. ($239/Sqft.)', '2 full & 1  half baths', '3.9   Acres', '1  story']",[]
,,"$599,900",1847 Weinnacht,1847 Weinnacht,"
                    For Sale, Single-Family","['4  bedrooms', '2,519  Sqft. ($238/Sqft.)', '3  full baths', '1  story']",[]
,,"$248,999",157 Boxberry Way,157 Boxberry Way,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,376  Sqft. ($181/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$185,000",2716 La Monde Ter,2716 La Monde Ter,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,792  Sqft. ($103/Sqft.)', '2  full baths', '9,261  lot Sqft.', '2  stories', '1951  year built']",[]
,,"$255,000",630 Duck Creek Way,630 Duck Creek Way,"
                    For Sale, Land / Unimproved Land",['2   Acres'],[]
,,"$85,000",232 Rs Private Road 7703,232 Rs Private Road 7703,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,096  Sqft. ($78/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '1983  year built']",[]
,,"$599,000",9747 Deer Ridge Dr,9747 Deer Ridge Dr,"
                    For Sale, Single-Family","['4  bedrooms', '2,723  Sqft. ($220/Sqft.)', '2  full baths', '4.6   Acres', '1  story', 'Private Pool']",[]
,,"$295,000",1220 W Trinity Mills Rd #2003,1220 W Trinity Mills Rd #2003,"
                    For Sale, Residential - Condo","['2  bedrooms', '1,042  Sqft. ($283/Sqft.)', '2  full baths', '1.0   Acres', '1  story', '2016  year built']",[]
,,"$425,000",711 DURHAM DR,711 DURHAM DR,"
                    For Sale, Single-Family","['2  bedrooms', '1,020  Sqft. ($417/Sqft.)', '2  full baths', '1  story']",[]
,,"$1,213,149",965 Bluebonnet Dr,965 Bluebonnet Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,688  Sqft. ($329/Sqft.)', '3 full & 1  half baths', '36,128  lot Sqft.', '1  story', '2022  year built']",[]
,,"$315,000",4522 Bontebok Dr,4522 Bontebok Dr,"
                    For Sale, Single-Family","['4  bedrooms', '2,182  Sqft. ($144/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$110,000",426 Fortune Rd,426 Fortune Rd,"
                    For Sale, Residential - Single Family","['1  bedrooms', '336  Sqft. ($327/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '2007  year built']",[]
,,"$255,000",2119 West Ln,2119 West Ln,"
                    For Sale, Single-Family","['2  bedrooms', '1,196  Sqft. ($213/Sqft.)', '2  full baths', '1  story']",[]
,,"$1,250,000",3413 Saint James Ct,3413 Saint James Ct,"
                    For Sale, Residential - Single Family","['5  bedrooms', '4,936  Sqft. ($253/Sqft.)', '4 full & 1  half baths', '0.3   Acres', '2  stories', '2010  year built']",[]
,,"$365,000",TBD Bear Branch Rd,TBD Bear Branch Rd,"
                    For Sale, Country Homes/Acreage",['30.5   Acres'],[]
,,"$649,900",1811 Weinnacht,1811 Weinnacht,"
                    For Sale, Single-Family","['4  bedrooms', '2,776  Sqft. ($234/Sqft.)', '3 full & 1  half baths', '1  story']",[]
,,"$229,900",255 Puzzle Pass,255 Puzzle Pass,"
                    For Sale, Lots","['55,756  Sqft. ($4/Sqft.)', '1.3   Acres']",[]
,,"$519,900",1124 EGRET Way,1124 EGRET Way,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,528  Sqft. ($206/Sqft.)', '3  full baths', '0.2   Acres', '2  stories', '2021  year built']",[]
,,"$1,254,748",961 Bluebonnet Dr,961 Bluebonnet Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '4,554  Sqft. ($276/Sqft.)', '4 full & 2  half baths', '36,572  lot Sqft.', '2  stories', '2023  year built']",[]
,,"$5,999,950",295 Fossler Ranch Rd W,295 Fossler Ranch Rd W,"
                    For Sale, Country Homes/Acreage","['4  bedrooms', '2  full baths', '747.9   Acres']",[]
,,"$350,500",5404 Champs Elysees,5404 Champs Elysees,"
                    For Sale, Single-Family","['5  bedrooms', '2,539  Sqft. ($138/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$950,000",3413 Lovers Ln #3413,3413 Lovers Ln #3413,"
                    For Sale, Residential - Condo","['2  bedrooms', '2,405  Sqft. ($395/Sqft.)', '4  full baths', '0.4   Acres', '3  stories', '2001  year built']",[]
,,"$425,000",3300 Peachtree Ln,3300 Peachtree Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,374  Sqft. ($179/Sqft.)', '3  full baths', '0.3   Acres', '1.5  stories', '1968  year built']",[]
,,"$500,000",2517 Blue Myrtle Way,2517 Blue Myrtle Way,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,758  Sqft. ($181/Sqft.)', '2 full & 1  half baths', '5,301  lot Sqft.', '2  stories', '2003  year built']",[]
,,"$255,500",922 Clark Trl,922 Clark Trl,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,352  Sqft. ($189/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1979  year built']",[]
,,"$215,000",3001 Forestdale Ln,3001 Forestdale Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,040  Sqft. ($207/Sqft.)', '1 full & 1  half baths', '0.2   Acres', '1  story', '1971  year built']",[]
,,"$100,000",1226 Overlook Ct,1226 Overlook Ct,"
                    For Sale, Land / Unimproved Land",['0.4   Acres'],[]
,,"$284,900",275 Acadiana Creek Dr,275 Acadiana Creek Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,841  Sqft. ($155/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2017  year built']",[]
,,"$561,320",7756 Winterbloom Way,7756 Winterbloom Way,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,806  Sqft. ($200/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$270,000",1719 Ramada Dr,1719 Ramada Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,509  Sqft. ($179/Sqft.)', '2  full baths', '0.5   Acres', '1  story', 'Private Pool', '1981  year built']",[]
,,"$295,900",4112 Iris Ave,4112 Iris Ave,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,557  Sqft. ($190/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '1995  year built']",[]
,,"$145,000",408 N 4th St,408 N 4th St,"
                    For Sale, Land / Unimproved Land",['0.8   Acres'],[]
,,"$235,000",8019 CHESTNUT CEDAR DR,8019 CHESTNUT CEDAR DR,"
                    For Sale, Single-Family","['3  bedrooms', '1,520  Sqft. ($155/Sqft.)', '2  full baths', '1  story']",[]
,,"$179,000",1215 Avant Ave,1215 Avant Ave,"
                    For Sale, Single-Family","['3  bedrooms', '1,832  Sqft. ($98/Sqft.)', '2  full baths', '2  stories']",[]
,,"$40,000",Lot 1 & 12 7th & 8th St,Lot 1 & 12 7th & 8th St,"
                    For Sale, Land / Unimproved Land",['0.3   Acres'],[]
,,"$317,999",1117 Western Yarrow Ave,1117 Western Yarrow Ave,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,404  Sqft. ($227/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$89,900",02 Rose Hill Rd,02 Rose Hill Rd,"
                    For Sale, Land / Unimproved Land",['1.1   Acres'],[]
,,"$119,900",1508 Dale Dr,1508 Dale Dr,"
                    For Sale, Land / Unimproved Land",['0.1   Acres'],[]
,,"$2,600,000",5613 Montclair Drive,5613 Montclair Drive,"
                    For Sale, Residential - Single Family","['5  bedrooms', '4,764  Sqft. ($546/Sqft.)', '4 full & 1  half baths', '0.5   Acres', '2  stories', 'Private Pool', '2018  year built']",[]
,,"$399,900",1960 Fm 36 S,1960 Fm 36 S,"
                    For Sale, Country Homes/Acreage","['6.4   Acres', '1979  year built']",[]
,,"$290,500",1425 Doris Dr,1425 Doris Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,483  Sqft. ($196/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1998  year built']",[]
,,"$160,000",2811 Waskom St,2811 Waskom St,"
                    For Sale, Residential - Single Family","['2  bedrooms', '956  Sqft. ($167/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '1953  year built']",[]
,,"$607,042",2000 Stonebrock St,2000 Stonebrock St,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,156  Sqft. ($192/Sqft.)', '3  full baths', '6,000  lot Sqft.', '1  story', '2023  year built']",[]
,,"$725,000",1636 County Road 207,1636 County Road 207,"
                    For Sale, Residential - Mobile","['2  bedrooms', '1,144  Sqft. ($634/Sqft.)', '2  full baths', '66.2   Acres', '1  story', '2012  year built']",[]
,,"$350,000",8058 Halo Circle,8058 Halo Circle,"
                    For Sale, Single-Family","['5  bedrooms', '2,672  Sqft. ($131/Sqft.)', '3 full & 1  half baths', '2  stories']",[]
,,"$369,900",3826 Sumantra Cliff,3826 Sumantra Cliff,"
                    For Sale, Single-Family","['3  bedrooms', '2,371  Sqft. ($156/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$299,000",2851 Pleasant Dr,2851 Pleasant Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,600  Sqft. ($187/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2023  year built']",[]
,,"$370,000",5208 Malibu St,5208 Malibu St,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,008  Sqft. ($184/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2006  year built']",[]
,,"$499,900",9709 Meadowpark Dr,9709 Meadowpark Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '3,216  Sqft. ($155/Sqft.)', '3 full & 1  half baths', '0.1   Acres', '2  stories', '2014  year built']",[]
,,"$230,000",805 Loop 534 #102,805 Loop 534 #102,"
                    For Sale, Single-Family","['1  bedrooms', '998  Sqft. ($230/Sqft.)', '1 full & 1  half baths', '2  stories']",[]
,,"$30,000",4603 Eagle Nest Ct,4603 Eagle Nest Ct,"
                    For Sale, Land / Unimproved Land",['0.2   Acres'],[]
,,"$230,000",4858 STANISLAUS,4858 STANISLAUS,"
                    For Sale, Lots","['1,252  Sqft. ($184/Sqft.)', '3.8   Acres']",[]
,,"$245,000",167 Colonial St,167 Colonial St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,250  Sqft. ($196/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '1930  year built']",[]
,,"$1,200,000",5602 Wagon Wheel Ave,5602 Wagon Wheel Ave,"
                    For Sale, Residential - Single Family","['4  bedrooms', '4,882  Sqft. ($246/Sqft.)', '3 full & 1  half baths', '2.1   Acres', '2  stories', '1996  year built']",[]
,,"$780,000",1409 Van Winkle Dr,1409 Van Winkle Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '4,346  Sqft. ($179/Sqft.)', '5  full baths', '0.2   Acres', '2  stories', 'Private Pool', '2005  year built']",[]
,,"$371,000",15943 SILVER ROSE,15943 SILVER ROSE,"
                    For Sale, Single-Family","['4  bedrooms', '2,751  Sqft. ($135/Sqft.)', '2 full & 1  half baths', '2  stories']",[]
,,"$115,000",602 E College Ave,602 E College Ave,"
                    For Sale, Residential - Single Family","['2  bedrooms', '1,152  Sqft. ($100/Sqft.)', '1  full baths', '0.3   Acres', '1  story', '1960  year built']",[]
,,"$499,900",7825 Sunset Blvd,7825 Sunset Blvd,"
                    For Sale, Residential - Townhouse","['3  bedrooms', '2,273  Sqft. ($220/Sqft.)', '3 full & 1  half baths', '0.1   Acres', '3  stories', '2022  year built']",[]
,,"$236,999",213 Boxberry Way,213 Boxberry Way,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,203  Sqft. ($197/Sqft.)', '2 full & 1  half baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$325,000",2036 Lymington Rd,2036 Lymington Rd,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,361  Sqft. ($239/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1974  year built']",[]
,,"$646,900",1843 Weinnacht,1843 Weinnacht,"
                    For Sale, Single-Family","['4  bedrooms', '2,737  Sqft. ($236/Sqft.)', '3  full baths', '1  story']",[]
,,"$280,999",14112 Danesdale Dr,14112 Danesdale Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,491  Sqft. ($188/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$120,000",7355 Co Rd 3907,7355 Co Rd 3907,"
                    For Sale, Country Homes/Acreage",['5.0   Acres'],[]
,,"$410,000",609 Lewis Ln,609 Lewis Ln,"
                    For Sale, Residential - Single Family","['3  bedrooms', '2,091  Sqft. ($196/Sqft.)', '2 full & 1  half baths', '0.3   Acres', '1  story', '2023  year built']",[]
,,"$1,450,000",6119 Preston Creek Dr,6119 Preston Creek Dr,"
                    For Sale, Residential - Single Family","['5  bedrooms', '4,350  Sqft. ($333/Sqft.)', '4 full & 1  half baths', '0.4   Acres', '1  story', 'Private Pool', '1969  year built']",[]
,,"$197,000",2601 Fifth Ave,2601 Fifth Ave,"
                    For Sale, Country Homes/Acreage",['14.2   Acres'],[]
,,"$575,000",745 STIRRUP DR,745 STIRRUP DR,"
                    For Sale, Single-Family","['3  bedrooms', '2,096  Sqft. ($274/Sqft.)', '2  full baths', '2.1   Acres', '1  story', 'Private Pool']",[]
,,"$772,137",5641 Evans Rd,5641 Evans Rd,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,599  Sqft. ($297/Sqft.)', '3  full baths', '0.1   Acres', '2  stories', '2023  year built']",[]
,,"$625,000",000 Goliad St,000 Goliad St,"
                    For Sale, Land / Unimproved Land","['86,357  lot Sqft.']",[]
,,"$356,800",5423 Champs Elysees,5423 Champs Elysees,"
                    For Sale, Single-Family","['5  bedrooms', '2,678  Sqft. ($133/Sqft.)', '3 full & 1  half baths', '2  stories']",[]
,,"$350,000",1009 Angel Fire Ln,1009 Angel Fire Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,134  Sqft. ($164/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '1997  year built']",[]
,,"$322,499",8720 Thrush Trl,8720 Thrush Trl,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,411  Sqft. ($229/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$324,900",516 Scuttle Dr,516 Scuttle Dr,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,095  Sqft. ($155/Sqft.)', '2 full & 1  half baths', '0.3   Acres', '2  stories', '2020  year built']",[]
,,"$555,000",2408 Victory Park Ln #1231,2408 Victory Park Ln #1231,"
                    For Sale, Residential - Condo","['1  bedrooms', '1,006  Sqft. ($552/Sqft.)', '1  full baths', '1.6   Acres', '1  story', 'Private Pool', '2005  year built']",[]
,,"$315,000",516 Toulouse Ct,516 Toulouse Ct,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,868  Sqft. ($169/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2007  year built']",[]
,,"$351,000",7608 N Hwy 14 Hwy,7608 N Hwy 14 Hwy,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,404  Sqft. ($250/Sqft.)', '1  full baths', '18.7   Acres', '1  story', '1987  year built']",[]
,,"$339,990",1109 Blossom Ct,1109 Blossom Ct,"
                    For Sale, Residential - Single Family","['4  bedrooms', '1,566  Sqft. ($217/Sqft.)', '2  full baths', '0.1   Acres', '1  story', '2023  year built']",[]
,,"$90,000",314 W 4th St,314 W 4th St,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,512  Sqft. ($60/Sqft.)', '2  full baths', '0.3   Acres', '1  story', '9999  year built']",[]
,,"$1,105,950",101 Acres TBD Highway 2318,101 Acres TBD Highway 2318,"
                    For Sale, Country Homes/Acreage",['101   Acres'],[]
,,"$45,000",Lot 9 Block 1 Private Road 5441 Rd,Lot 9 Block 1 Private Road 5441 Rd,"
                    For Sale, Land / Unimproved Land",['1   Acres'],[]
,,"$35,800",1011 Melwood Ave,1011 Melwood Ave,"
                    For Sale, Residential - Mobile","['2  bedrooms', '924  Sqft. ($39/Sqft.)', '1  full baths', '0.2   Acres', '1  story', '9999  year built']",[]
,,"$350,000",1225 Rosemont Dr,1225 Rosemont Dr,"
                    For Sale, Residential - Single Family","['3  bedrooms', '1,858  Sqft. ($188/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2017  year built']",[]
,,"$120,000",23039 HILLTOP PEAKS,23039 HILLTOP PEAKS,"
                    For Sale, Single-Family - Manufactured","['3  bedrooms', '1,216  Sqft. ($99/Sqft.)', '2  full baths']",[]
,,"$1,091,990",1131 Manfreda St,1131 Manfreda St,"
                    For Sale, Residential - Single Family","['5  bedrooms', '3,799  Sqft. ($287/Sqft.)', '5 full & 1  half baths', '0.2   Acres', '2  stories', '2023  year built']",[]
,,"$360,990",1302 Colonial Bluff Ln,1302 Colonial Bluff Ln,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,017  Sqft. ($179/Sqft.)', '2  full baths', '0.2   Acres', '1  story', '2023  year built']",[]
background-image:url('https://listingmedia7.harstatic.com/430745422/lr/1.jpeg');,,"$400,000",833 ABITA CHASE St,833 ABITA CHASE St,"
                    For Sale, Residential - Single Family","['4  bedrooms', '2,334  Sqft. ($171/Sqft.)', '3  full baths', '8,125  lot Sqft.', '2  stories', '2022  year built']",[]
